Name,faction,rarity,cardType,cardSubType,spliced,solbind,1attack,1health,1text,2attack,2health,2text,3attack,3health,3text,Beast,Beast Synergy,Dinosaur,Dinosaur Synergy,Mage,Mage Synergy,Robot,Robot Synergy,Scientist,Scientist Synergy,Spirit,Spirit Synergy,Warrior,Warrior Synergy,Zombie,Zombie Synergy,Replace Setup,Replace Profit,Minion,Minion Synergy,Spell,Spell Synergy,Healing Source,Healing Synergy,Movement,Disruption,Movement Benefit,Armor,Armor Giver,Armor Synergy,Activate,Ready,Free,Upgrade,Upgrade Synergy,Face Burn,Removal,Breakthrough,Breakthrough Giver,Aggressive,Aggressive Giver,Defender,Defender Giver,Stealth,Stealth Giver,Stat Buff,Attack Buff,Health Buff,Stat Debuff,Attack Debuff,Health Debuff,Destruction Synergy,SelfDestruction Activator,Self Damage Payoff,Self Damage Activator,Silence,White Fang,Dragon,Dragon Synergy,Elemental,Elemental Synergy,Plant,Plant Synergy,Exalts,Exalt Synergy,Slay,Reanimate,Deploy,Reanimate Activator,
Mad LeWinter,Alloyin,Solbind,Creature,Scientist,FALSE,"nexus-core-prime,nexus-core",4,6,<b>Deploy:</b> Play Nexus Core.,6,8,<b>Activate:</b> Destroy one of your <b>Minions</b> to deal 6 damage to an enemy creature.,7,12,<b>Activate:</b> Destroy one of your <b>Minions</b> to deal 12 damage to an enemy creature.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
Magnetic Field,Alloyin,Solbind,Spell,,FALSE,"mega-scrap-bot,scrap-bot",,,Play Scrap Bot.,,,You may <b>Reanimate</b> a Robot. <br> <br> You may play Scrap Bot.,,,You may <b>Reanimate</b> a Robot. <br> <br> You may play Mega Scrap Bot.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,
Mech Mark I,Alloyin,Solbind,Spell,Exalt,FALSE,,0,0,"When you play a creature in this lane, give it +5H. This turn, it gets <b>Mobility</b> 1. Then, destroy this.",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Mech Mark II,Alloyin,Solbind,Spell,Exalt,FALSE,,,,,0,0,"When you play a creature in this lane, give it +12H. This turn, it gets <b>Mobility</b> 3. Then, destroy this.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Medic,Alloyin,Common,Creature,Warrior,TRUE,,4,6,<b>Slay:</b> Give another one of your creatures +2H.,6,9,<b>Slay:</b> Give another one of your creatures +4H.,9,14,<b>Slay:</b> Give another one of your creatures +6H.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
Mega Scrap Bot,Alloyin,Solbind,Creature,,FALSE,,,,,7,7,"<b>Deploy:</b> Give another Robot +5H. This turn, it gets 5D.",,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Metamind Overseer,Alloyin,Rare,Creature,Metamind Scientist,FALSE,,2,5,<b>Deploy:</b> You may play a Gizmo <b>Minion</b>.,4,8,"<b>Deploy:</b> You may play a Gizmo <b>Minion</b>. If you have a Robot in play, you may play a Mega Gizmo <b>Minion</b> instead.",5,10,<b>Deploy:</b> You may play a Mega Gizmo <b>Minion</b>,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Metasight,Alloyin,Rare,Spell,Noncreature,FALSE,,,,Give up to two enemy creatures -3A. You may swap them.,,,Give up to two enemy creatures -5A. You may swap them.,,,Give up to two enemy creatures -8A. You may swap them.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nanoswarm,Alloyin,Rare,Spell,Noncreature,FALSE,,,,"You may play a Gizmo <b>Minion</b>. If you have a Scientist in play, play up to two Gizmos <b>Minions</b> instead.",,,"You may play a Mega Gizmo <b>Minion</b>. If you have a Scientist in play, play up to two Mega Gizmos <b>Minions</b> instead.",,,"You may play up to two Mega Gizmo <b>Minions</b>. If you have a Scientist in play, give all your non-Minion creatures +3A,+3H.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nexus Core,Alloyin,Solbind,Spell,Exalt,FALSE,,0,0,"Your creatures in this lane are also <b>Minions</b>. <br> <br> <b>Activate:</b> If you have three or more <b>Minions</b> in play, <b>Transform</b> this.",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Nexus Core Prime,Alloyin,Solbind,Spell,Exalt,FALSE,,,,,0,0,"Your creatures in this lane are also <b>Minions</b>. <br> <br> When one of your creatures is destroyed in this lane, you may play a Gizmo <b>Minion</b> in another lane.",,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Operator,Alloyin,Common Rare,Creature,Scientist,TRUE,,1,3,"When one of your Scientists is destroyed, play a Gizmo <b>Minion</b> in its lane.",1,5,"When one of your Scientists is destroyed, play a Gizmo <b>Minion</b> in its lane.",1,6,"When one of your Scientists is destroyed, play a Mega Gizmo <b>Minion</b> in its lane.",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Oreian Battledroid,Alloyin,Common,Creature,Robot,FALSE,,8,1,3D,10,1,5D,12,1,12D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pagewalker,Alloyin,Rare,Creature,Mage,TRUE,,3,6,"When you play another Mage, <b>Upgrade</b> a card in your hand, then discard it.",6,9,"When you play another Mage, <b>Upgrade</b> a card in your hand, then discard it.",8,13,"When you play another [l3] card, give your Mages +3A,+3H.",0,0,0,0,1,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Palladium Hindermind,Alloyin,Common,Creature,Mage,FALSE,,2,8,<b>Deploy:</b> Give a creature 3D this turn. You may move that creature to any lane if you have another Mage in play.,4,10,<b>Deploy:</b> Give a creature 7D this turn. You may move that creature to any lane if you have another Mage in play.,8,12,<b>Deploy:</b> Give a creature 10D this turn. You may move that creature to any lane if you have another Mage in play.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Palladium Pulsemage,Alloyin,Rare,Creature,Mage,FALSE,,2,5,<b>Activate:</b> Each player destroys their lowest A creature.,3,8,<b>Activate:</b> Each player destroys their lowest A creature.,5,12,<b>Activate:</b> Each enemy player destroys their lowest A creature.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Palladium Simulacrum,Alloyin,Rare,Creature,Mage,FALSE,,2,6,"<b>Mobility</b> 1

When a creature moves lanes, give this +2A.",4,9,"<b>Mobility</b> 1

When a creature moves lanes, give this +3A.",8,12,"<b>Mobility</b> 1

When a creature moves lanes, give this +5A.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Portotron 2000,Alloyin,Common,Creature,Robot,FALSE,,5,2,2D <br> <br> <b>Deploy:</b> This may swap lanes with another one of your creatures.,8,2,4D <br> <br> <b>Deploy:</b> This may swap lanes with another one of your creatures.,15,2,6D <br> <br> <b>Deploy:</b> This may swap lanes with another one of your creatures.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Prophet,Alloyin,Common Common,Creature,Mage,TRUE,,2,6,,4,8,,6,10,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Protective,Alloyin,Common,Modifier,Noncreature,TRUE,,2,4,"<b>Mobility</b> 1, <b>Defender</b>",3,5,"<b>Mobility</b> 2, <b>Defender</b>",6,7,"<b>Mobility</b> 3, <b>Defender</b>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ragescale Dragon,Alloyin,LS,Creature,Robot Dragon,FALSE,,6,4,<b>Activate:</b> For each of the following creature types adjacent to this: <br>    •  Beast: Give this <b>Breakthrough</b> this turn. <br>    •  Warrior: Give this +2A. <br>    •  Dragon: Deal 2 damage to a creature or player.,10,6,<b>Activate:</b> For each of the following creature types adjacent to this: <br>    •  Beast: Give this <b>Breakthrough</b> this turn. <br>    •  Warrior: Give this +3A. <br>    •  Dragon: Deal 3 damage to a creature or player.,15,11,<b>Activate:</b> For each of the following creature types adjacent to this: <br>    •  Beast: Give this <b>Breakthrough</b> this turn. <br>    •  Warrior: Give this +4A. <br>    •  Dragon: Deal 5 damage to a creature or player.,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,
Rallying,Alloyin,Rare,Modifier,Noncreature,TRUE,,0,0,"<b>Deploy:</b> If this replaced a creature, give your creatures +2A,+2H.",1,1,"<b>Deploy:</b> If this replaced a creature, give your creatures +3A,+3H.",2,2,"<b>Deploy:</b> If this replaced a creature, give your creatures +4A,+4H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Recycling,Alloyin,Common,Modifier,Noncreature,TRUE,,0,0,"<b>Deploy:</b> If this replaced a creature, give it +2A,+2H.",0,0,"<b>Deploy:</b> If this replaced a creature, give it +5A,+5H.",0,-1,"<b>Deploy:</b> If this replaced a creature, give it +10A,+10H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Redact,Alloyin,Common,Spell,,FALSE,,,,Destroy a creature with 4A or less. <br> <br> You gain 2H.,,,Destroy a creature with 7A or less. <br> <br> You gain 3H.,,,Destroy a creature with 10A or less. <br> <br> You gain 5H.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
"Regia, the Ironlady",Alloyin,Solbind,Creature,Warrior,FALSE,"mech-mark-ii,mech-mark-i",3,5,"<b>Mobility</b> 1 <br> <br> When this is destroyed, play Mech Mark I in this lane.",7,5,"<b>Mobility</b> 1 <br> <br> When this is destroyed, play Mech Mark I in this lane.",7,12,"<b>Mobility</b> 3 <br> <br> When this is destroyed, play Mech Mark II in this lane.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Reinforced,Alloyin,Rare,Modifier,Noncreature,TRUE,,0,2,"When this is destroyed, give one of your creatures +3H.",1,3,"When this is destroyed, give one of your creatures +5H.",3,5,"When this is destroyed, give one of your creatures +8H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Reinforcements,Alloyin,Common Rare,Creature,Warrior,TRUE,,1,3,<b>Deploy:</b> Give creatures adjacent to this +3H.,4,4,<b>Deploy:</b> Give creatures adjacent to this +4H.,5,6,<b>Deploy:</b> Give creatures adjacent to this +5H.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Researcher,Alloyin,Common,Creature,Scientist,TRUE,,6,3,<b>Deploy:</b> Give this 2D this turn for each <b>Exalt</b> in play.,9,5,<b>Deploy:</b> Give this 3D this turn for each <b>Exalt</b> in play.,13,9,<b>Deploy:</b> Give this 4D this turn for each <b>Exalt</b> in play.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
Safeguard,Alloyin,Common,Creature,Robot,TRUE,,4,4,"<b>Deploy:</b> If this is lower level than your Forgeborn, give your creatures 2D this turn.",6,6,"<b>Deploy:</b> If this is lower level than your Forgeborn, give your creatures 4D this turn.",9,10,"<b>Deploy:</b> If this is lower level than your Forgeborn, give your creatures 8D this turn.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
Salvage,Alloyin,Rare,Modifier,Noncreature,TRUE,,0,0,"When this is destroyed, play a Gizmo <b>Minion</b> in this lane.",1,1,"When this is destroyed, play a Gizmo <b>Minion</b> in this lane.",1,2,"When this is destroyed, play a Mega Gizmo <b>Minion</b> in this lane.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scavenger,Alloyin,Common Common,Creature,Robot,TRUE,,1,4,,3,11,,10,12,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scrap Bot,Alloyin,Solbind,Creature,,FALSE,,4,4,"<b>Deploy:</b> Give another Robot +3H. This turn, it gets 3D.",,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
Scrapper,Alloyin,Common Rare,Creature,Robot,TRUE,,2,4,"When a creature replaces this, give it +5A.",4,7,"When a creature replaces this, give it +7A.",6,9,"When a creature replaces this, give it +8A.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sentry,Alloyin,Common Common,Creature,Robot,TRUE,,2,1,1D,4,2,4D,7,3,8D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shardbound Vexxer,Alloyin,Rare,Creature,Metamind Mage,FALSE,,2,8,"<b>Mobility</b> 1 <br> <br> When this deals damage to a creature, it loses A instead of H. Then, if it has 0A, destroy it.",3,12,"<b>Mobility</b> 1 <br> <br> When this deals damage to a creature, it loses A instead of H. Then, if it has 0A, destroy it.",8,15,"<b>Mobility</b> 1 <br> <br> When this deals damage to a creature, it loses A instead of H. Then, if it has 0A, destroy it.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Shield Node,Alloyin,Common,Spell,Exalt,FALSE,,,,"<b>Deploy:</b> You may give a creature in this lane 4D this turn. <br> <br> When you play a creature in this lane, give it 4D this turn. Then, destroy this.",,,"<b>Deploy:</b> You may give a creature in this lane 7D this turn. <br> <br> When you play a creature in this lane, give it 7D this turn. Then, destroy this.",,,"<b>Deploy:</b> You may give a creature in this lane 10D this turn. <br> <br> When you play a creature in this lane, give it 10D this turn. Then, destroy this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Shieldbearing,Alloyin,Rare,Modifier,Noncreature,TRUE,,1,0,<b>Deploy:</b> Give this 1D this turn.,2,0,<b>Deploy:</b> Give this 2D this turn.,4,1,<b>Deploy:</b> Give this 4D this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Soltar the Forgemaster,Alloyin,Solbind,Creature,Warrior,FALSE,"elite-honor-guard,honor-guard",3,1,"<b>Deploy:</b> You may play Honor Guard. <br> <br> While you have an Honor Guard in play, this has 1D.",7,1,"<b>Deploy:</b> You may play Honor Guard. <br> <br> While you have an Honor Guard in play, this has 10D.",10,1,"<b>Deploy:</b> You may play Elite Honor Guard. <br> <br> While you have an Honor Guard or Elite Honor Guard in play, this has 100D.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Sonic Burst,Alloyin,Rare,Spell,Noncreature,FALSE,,,,Destroy all enemy creatures with 3A or less.,,,Destroy all enemy creatures with 5A or less.,,,Destroy all enemy creatures with 8A or less.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Specimen,Alloyin,Common Rare,Creature,Beast,TRUE,,0,8,"<b>Defender</b>

At the end of the turn, if you took no damage, deal 1 damage to a creature or player.",0,12,"<b>Defender</b>

At the end of the turn, if you took no damage, deal 5 damage to a creature or player.",0,14,"<b>Defender</b>

At the end of the turn, if you took no damage, deal (H) damage to a creature or player.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Spiritforge Sentinel,Alloyin,Common,Creature,Robot Warrior,FALSE,,2,5,"<b>Aggressive</b>, <b>Stealth</b>

<b>Deploy:</b> If this replaced a creature, give it +4A.",4,8,"<b>Aggressive</b>, <b>Stealth</b>

<b>Deploy:</b> If this replaced a creature, give it +5A.",7,10,"<b>Aggressive</b>, <b>Stealth</b>

<b>Deploy:</b> If this replaced a creature, give it +6A.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stabilizing,Alloyin,Rare,Modifier,Noncreature,TRUE,,1,1,<b>Deploy:</b> You may return a creature to its printed A and H.,2,2,<b>Deploy:</b> You may return a creature to its printed A and H.,4,4,<b>Deploy:</b> You may return a creature to its printed A and H.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Steeleye Researcher,Alloyin,Common,Creature,Scientist,FALSE,,4,4,"When you play a <b>Minion</b>, give this +2A,+2H.",6,6,"When you play a <b>Minion</b>, give this +3A,+3H.",8,8,"When you play a <b>Minion</b>, give this +5A,+5H.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steelgraft,Alloyin,Rare,Spell,,FALSE,,,,"Give up to two creatures +3A. This turn, they get 3D.",,,"Give up to two creatures +5A. This turn, they get 5D.",,,"Give up to two creatures +7A. This turn, they get 7D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Steelscale Dragon,Alloyin,LS,Creature,Robot Dragon,FALSE,,4,6,<b>Activate:</b> For each of the following creature types adjacent to this: <br> â€¢ Scientist: Give this 1D this turn. <br> â€¢ Dinosaur: Give this +2A. <br> â€¢ Dragon: Deal 2 damage to a creature or player.,6,10,<b>Activate:</b> For each of the following creature types adjacent to this: <br> â€¢ Scientist: Give this 2D this turn. <br> â€¢ Dinosaur: Give this +3A. <br> â€¢ Dragon: Deal 3 damage to a creature or player.,11,15,<b>Activate:</b> For each of the following creature types adjacent to this: <br> â€¢ Scientist: Give this 3D this turn. <br> â€¢ Dinosaur: Give this +4A. <br> â€¢ Dragon: Deal 5 damage to a creature or player.,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,
Suppressing,Alloyin,Rare,Modifier,Noncreature,TRUE,,1,0,<b>Deploy:</b> You may destroy a creature with 3A or less.,2,0,<b>Deploy:</b> You may destroy a creature with 5A or less.,3,0,<b>Deploy:</b> You may destroy a creature with 8A or less.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Synapse,Alloyin,Rare,Modifier,Noncreature,TRUE,,-1,1,"<b>Activate:</b> <b>Upgrade</b> a card in your hand, then discard it.",-1,2,"<b>Activate:</b> <b>Upgrade</b> a card in your hand, then discard it.",-1,4,<b>Activate:</b> <b>Upgrade</b> a card in your hand.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
