deckname1;deckname2;forgeborn;L2;L3;L4;factions;numlbl;#>~1stats;#>~2stats;#>~3stats;Creatures;Spells;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;EXALT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;SELFDAMAGE;DESTRUCTION;DEPLOY;READY;FORGEBORN;BATTLE;SLAY;FACE DMG
The Order of Winter and Crushing;The Mending Rexes Guardian;Oros;2Shapeshift;3Barkskin;4Darkforge Drain;Uterra|Alloyin;29;1/4;1/1;1/6;13;7;0;0;3;0;0;0;4;0;4;0;0;0;0;7;4;0;0;0;0;2;0;0;0;0;0;0;3;0;-1;-1;0;0;0;0;0;0
The Fifth Training Invaders;The Mending Rexes Guardian;Sunder;2Ice Armor;3Stim Bolt;4Gathering Storm;Tempys|Alloyin;56;3/3;2/1;4/3;12;8;0;0;3;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;-1;8;0;0;3;0;-2;1;0;0;0;0;0;0
The Mending Rexes Guardian;The Randomness Army;Steel Rosetta;2Tinker;3Army Commander;4Repurpose;Alloyin|Nekrium;54;2/2;2/1;2/3;13;7;0;0;2;0;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;6;2;-3;6;8;6;0;0;0;0
The Mending Rexes Guardian;The Queens of Emptying Winter;Steel Rosetta;2Tinker;3Barkskin;4Repurpose;Alloyin|Uterra;21;1/4;2/3;1/4;13;7;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;-1;-2;3;3;0;0;0;0
The Queens of Emptying Winter;The Mending Rexes Guardian;Oros;2Darkforge Drain;3Barkskin;4Shapeshift;Uterra|Alloyin;20;1/4;2/3;1/4;13;7;0;0;2;0;0;0;3;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;3;3;-1;-2;0;0;0;0;0;0
The Mending Rexes Guardian;The Scriveners of Changing Depth;Steel Rosetta;2Tinker;3Summon the Swarm;4Repurpose;Alloyin|Tempys;57;5/1;4/1;4/2;12;8;0;1;6;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;-1;0;0;0;8;0;3;3;2;2;1;4;2;0;0;0;0
The Scriveners of Changing Depth;The Mending Rexes Guardian;Sunder;2Ice Armor;3Summon the Swarm;4Gathering Storm;Tempys|Alloyin;57;5/1;4/1;4/2;12;8;0;1;6;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;-1;0;0;0;8;0;3;3;0;2;1;0;0;0;0;0;0
The Sixth Catching Swords;The Mending Rexes Guardian;Oros;2Shapeshift;3Darkforge Drain;4Growth Aura;Uterra|Alloyin;31;1/2;2/2;4/6;13;7;0;3;2;0;0;0;0;0;8;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;6;1;0;-1;0;0;0;0;0;0
The Mending Rexes Guardian;The Scourge Shadows;Steel Rosetta;2Tinker;3Deathtouch;4Repurpose;Alloyin|Nekrium;76;2/1;1/0;0/1;15;5;0;0;3;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;7;2;-3;9;8;10;0;-1;0;0
The Quitting Fanciness Overseers;The Mending Rexes Guardian;Korok;2Demolish;3Whirlwind;4Flame Strike;Tempys|Alloyin;33;3/3;4/0;3/3;13;7;0;0;8;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;-1;0;0;0;0;0;0
The Mending Rexes Guardian;The Sixth Catching Swords;Steel Rosetta;2Tinker;3Darkforge Drain;4Repurpose;Alloyin|Uterra;39;1/2;2/2;4/6;13;7;0;3;2;0;0;0;0;0;8;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;6;3;0;-1;5;2;0;0;0;0
The Scourge Shadows;The Mending Rexes Guardian;Cercee;2Army Commander;3Deathtouch;4Soul Syphon;Nekrium|Alloyin;73;2/1;1/0;0/1;15;5;0;0;3;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;8;0;-3;12;4;5;0;-1;0;0
The Mending Rexes Guardian;The Quitting Fanciness Overseers;Steel Rosetta;2Tinker;3Whirlwind;4Repurpose;Alloyin|Tempys;45;3/3;4/0;3/3;13;7;0;0;8;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;1;0;0;0;0;0;0;0;3;2;0;-1;7;3;0;0;0;0
The Mending Rexes Guardian;Grotesquery's Awful Oozes;Steel Rosetta;2Tinker;3Soulrip;4Repurpose;Alloyin|Nekrium;67;2/2;2/1;2/3;14;6;0;0;2;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;4;2;-5;20;4;4;0;0;0;0
Grotesquery's Awful Oozes;The Mending Rexes Guardian;Nix Nekyia;2Army of the Damned;3Soulrip;4Dark Summoning;Nekrium|Alloyin;62;2/2;2/1;2/3;14;6;0;0;2;0;0;0;0;11;12;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;4;0;-5;20;0;0;0;0;0;0
The Mending Rexes Guardian;Champs of Wheezing and Writhing;Steel Rosetta;2Tinker;3Deathtouch;4Repurpose;Alloyin|Nekrium;36;1/1;1/0;0/2;13;7;0;0;2;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;5;2;-2;4;4;3;0;-1;0;0
Champs of Wheezing and Writhing;The Mending Rexes Guardian;Cercee;2Soul Syphon;3Deathtouch;4Army Commander;Nekrium|Alloyin;33;1/1;1/0;0/2;13;7;0;0;2;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;-1;0;0;12;0;0;0;0;6;0;-2;6;0;0;0;-1;0;0
The Mending Rexes Guardian;The Legion of Dance and Journey;Steel Rosetta;2Tinker;3Nova's Wrath;4Repurpose;Alloyin|Uterra;34;2/3;2/1;3/3;12;8;0;0;2;0;0;0;4;0;1;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;6;2;0;-1;5;3;4;0;0;0
The Mending Rexes Guardian;Sutherlord's Oracles;Steel Rosetta;2Tinker;3Demolish;4Repurpose;Alloyin|Tempys;38;2/3;2/2;2/3;13;7;0;0;4;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;-1;0;0;0;4;2;0;-1;4;2;0;0;0;0
The Mending Rexes Guardian;Solitude's Sleeping Book Burners;Steel Rosetta;2Tinker;3Nova's Might;4Repurpose;Alloyin|Uterra;27;3/3;3/1;3/4;14;6;0;0;3;0;0;0;4;0;2;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;3;3;0;-1;3;3;0;0;0;0
Solitude's Sleeping Book Burners;The Mending Rexes Guardian;Nova;2Nova's Dominion;3Nova's Might;4Nova's Wrath;Uterra|Alloyin;21;3/3;3/1;3/4;14;6;0;0;3;0;0;0;4;0;4;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;3;1;0;-1;0;0;0;0;0;0
Sutherlord's Oracles;The Mending Rexes Guardian;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;30;2/3;2/2;2/3;13;7;0;0;4;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;-1;0;0;0;4;0;0;-1;0;0;0;0;0;0
The Shadowflame Odd Vigilantes;The Mending Rexes Guardian;Sunder;2Stim Bolt;3Gathering Storm;4Ice Armor;Tempys|Alloyin;54;2/3;3/2;1/3;13;7;0;0;7;0;0;0;0;0;0;0;0;0;0;35;0;1;0;0;0;0;0;0;0;7;0;0;3;0;0;-1;0;0;0;0;0;0
The Legion of Dance and Journey;The Mending Rexes Guardian;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;23;2/3;2/1;3/3;12;8;0;0;2;0;0;0;4;0;1;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;6;0;0;-1;0;0;3;0;0;0
The Mending Rexes Guardian;The Shadowflame Odd Vigilantes;Steel Rosetta;2Tinker;3Gathering Storm;4Repurpose;Alloyin|Tempys;52;2/3;3/2;1/3;13;7;0;0;7;0;0;0;0;0;0;0;0;0;0;28;0;1;0;0;0;0;0;0;0;0;0;0;3;2;0;-1;5;5;0;0;0;0
The Shading Cacklebones Herd;The Mending Rexes Guardian;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Alloyin;12;4/2;4/2;4/4;14;6;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;-2;4;0;0;0;0;0;0
The Mending Rexes Guardian;The Shading Cacklebones Herd;Steel Rosetta;2Tinker;3Dark Summoning;4Repurpose;Alloyin|Nekrium;19;4/2;4/2;4/4;14;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-2;4;3;3;0;0;0;0
The Scarred Sneaky Uncles;The Mending Rexes Guardian;Nix Nekyia;2Soulrip;3Dark Summoning;4Raising Dead;Nekrium|Alloyin;37;2/3;2/1;2/3;13;7;0;0;3;0;0;2;0;3;3;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;3;0;-2;8;6;3;0;-1;0;0
The Mending Rexes Guardian;The Zephyr Surveyors of Berserk Fire;Steel Rosetta;2Tinker;3Demolish;4Repurpose;Alloyin|Tempys;48;1/3;1/2;2/3;13;7;0;0;5;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;1;0;0;0;3;2;0;-1;3;5;0;0;0;0
The Mending Rexes Guardian;The Scarred Sneaky Uncles;Steel Rosetta;2Tinker;3Dark Summoning;4Repurpose;Alloyin|Nekrium;38;2/3;2/1;2/3;13;7;0;0;3;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-2;6;12;6;0;-1;0;0
The Zephyr Surveyors of Berserk Fire;The Mending Rexes Guardian;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;38;1/3;1/2;2/3;13;7;0;0;5;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;-1;0;0;0;0;0;0
The Mending Rexes Guardian;Wrongdoing's Suspending Workers;Steel Rosetta;2Tinker;3Soul Syphon;4Repurpose;Alloyin|Nekrium;42;3/2;3/1;2/2;14;6;1;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-3;12;10;6;0;0;0;1
Wrongdoing's Suspending Workers;The Mending Rexes Guardian;Cercee;2Army Commander;3Soul Syphon;4Deathtouch;Nekrium|Alloyin;33;3/2;3/1;2/2;14;6;1;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;-3;12;5;3;0;0;0;1
The Mending Rexes Guardian;The Relentless Foolishness Squad;Steel Rosetta;2Tinker;3Shapeshift;4Repurpose;Alloyin|Uterra;28;3/2;5/1;6/3;14;6;0;0;3;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;-1;5;2;0;0;0;0
The Relentless Foolishness Squad;The Mending Rexes Guardian;Oros;2Darkforge Drain;3Shapeshift;4Barkskin;Uterra|Alloyin;23;3/2;5/1;6/3;14;6;0;0;3;0;0;0;0;0;5;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;-1;0;0;0;0;0;0
Impulse's Shadowflame Squad;The Mending Rexes Guardian;Korok;2Demolish;3Flame Strike;4Lightning Speed;Tempys|Alloyin;36;2/3;3/1;2/3;11;9;0;2;6;0;0;0;3;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;1;0;3;1;1;-1;0;0;0;0;0;0
The Mending Rexes Guardian;The Causing Titanic Venom Wildlings;Steel Rosetta;2Tinker;3Nova's Dominion;4Repurpose;Alloyin|Uterra;24;3/5;4/3;4/6;13;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;6;4;0;-1;4;2;0;0;0;0
The Mending Rexes Guardian;Impulse's Shadowflame Squad;Steel Rosetta;2Tinker;3Flame Strike;4Repurpose;Alloyin|Tempys;44;2/3;3/1;2/3;11;9;0;2;6;0;0;0;3;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;1;0;3;3;1;-1;3;3;0;0;0;0
The Heralds of Silk Collection;The Mending Rexes Guardian;Sunder;2Gathering Storm;3Ice Armor;4Summon the Swarm;Tempys|Alloyin;66;3/3;3/1;4/4;13;7;0;0;8;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;14;0;4;3;1;0;-1;0;0;0;0;0;0
The Mending Rexes Guardian;The Heralds of Silk Collection;Steel Rosetta;2Tinker;3Ice Armor;4Repurpose;Alloyin|Tempys;68;3/3;3/1;4/4;13;7;0;0;8;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;14;0;4;3;3;0;-1;4;3;0;0;0;0
The Mending Rexes Guardian;The Wiry Antique Governors;Steel Rosetta;2Tinker;3Army of the Damned;4Repurpose;Alloyin|Nekrium;38;3/2;1/2;3/3;14;6;0;0;2;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;2;-2;8;5;5;0;0;0;0
The Causing Titanic Venom Wildlings;The Mending Rexes Guardian;Nova;2Nova's Might;3Nova's Dominion;4Nova's Touch;Uterra|Alloyin;19;3/5;4/3;4/6;13;7;0;0;3;0;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;6;2;0;-1;0;0;0;0;0;0
The Wiry Antique Governors;The Mending Rexes Guardian;Nix Nekyia;2Soulrip;3Army of the Damned;4Dark Summoning;Nekrium|Alloyin;32;3/2;1/2;3/3;14;6;0;0;2;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;4;0;-2;10;0;0;0;0;0;0
The Scavenger Rabid Daggers;The Mending Rexes Guardian;Oros;2Darkforge Drain;3Shapeshift;4Growth Aura;Uterra|Alloyin;25;2/3;2/2;3/5;13;7;0;0;2;0;0;0;0;0;1;0;0;0;0;7;8;0;0;0;0;0;0;0;0;0;0;0;3;0;0;-1;0;0;3;0;0;0
The Mending Rexes Guardian;The Scavenger Rabid Daggers;Steel Rosetta;2Tinker;3Shapeshift;4Repurpose;Alloyin|Uterra;27;2/3;2/2;3/5;13;7;0;0;2;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;2;0;-1;5;3;4;0;0;0
The Mending Rexes Guardian;The Creeping Hell Protectors;Steel Rosetta;2Tinker;3Soulrip;4Repurpose;Alloyin|Nekrium;46;1/3;1/1;0/3;14;6;0;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;8;10;0;0;0;0;5;2;-1;3;4;4;0;-1;0;2
The Mending Rexes Guardian;The Mixing Figment Collectors;Steel Rosetta;2Tinker;3Summon the Swarm;4Repurpose;Alloyin|Tempys;39;2/2;3/1;4/2;13;7;0;1;5;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;1;0;0;0;2;0;0;0;3;2;0;-1;6;4;0;0;0;0
The Creeping Hell Protectors;The Mending Rexes Guardian;Nix Nekyia;2Dark Summoning;3Soulrip;4Raising Dead;Nekrium|Alloyin;44;1/3;1/1;0/3;14;6;0;0;2;0;0;0;0;4;3;0;0;0;0;0;1;0;0;0;-1;1;10;10;0;0;0;0;5;0;-1;3;0;0;0;-1;0;2
The Mixing Figment Collectors;The Mending Rexes Guardian;Sunder;2Stim Bolt;3Summon the Swarm;4Gathering Storm;Tempys|Alloyin;48;2/2;3/1;4/2;13;7;0;1;5;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;1;0;0;0;2;7;0;0;3;0;0;-1;0;0;0;0;0;0
The Mending Rexes Guardian;Venom's Fifth Swarm;Steel Rosetta;2Tinker;3Nova's Wrath;4Repurpose;Alloyin|Uterra;25;2/5;2/2;2/3;14;6;0;0;2;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;4;0;-2;6;3;0;0;0;0
The Mending Rexes Guardian;The Tentacles of the Diseased Bone;Steel Rosetta;2Tinker;3Life Drain;4Repurpose;Alloyin|Nekrium;59;2/1;2/2;1/2;13;7;0;0;2;0;6;0;0;0;14;0;0;0;0;7;0;0;0;0;0;0;0;3;0;0;0;0;3;2;-3;8;8;4;0;0;0;1
Venom's Fifth Swarm;The Mending Rexes Guardian;Nova;2Nova's Touch;3Nova's Wrath;4Nova's Dominion;Uterra|Alloyin;14;2/5;2/2;2/3;14;6;0;0;2;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;2;0;-2;0;0;0;0;0;0
The Mending Rexes Guardian;The Omnivore Brutish Herders;Steel Rosetta;2Tinker;3Growth Aura;4Repurpose;Alloyin|Uterra;27;2/4;3/3;3/5;13;7;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;-1;-2;6;2;0;0;0;0
The Mending Rexes Guardian;The Former Hoping Valkyrie Trustees;Steel Rosetta;2Tinker;3Whirlwind;4Repurpose;Alloyin|Tempys;33;3/4;3/2;2/6;13;7;0;0;4;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;-1;4;4;0;0;0;0
The Omnivore Brutish Herders;The Mending Rexes Guardian;Oros;2Darkforge Drain;3Growth Aura;4Barkskin;Uterra|Alloyin;24;2/4;3/3;3/5;13;7;0;0;3;0;0;0;5;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;3;4;-1;-2;0;0;0;0;0;0
The Former Hoping Valkyrie Trustees;The Mending Rexes Guardian;Korok;2Flame Strike;3Whirlwind;4Demolish;Tempys|Alloyin;23;3/4;3/2;2/6;13;7;0;0;4;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;-1;0;0;0;0;0;0
The Mending Rexes Guardian;The Simple Lords;Steel Rosetta;2Tinker;3Nova's Wrath;4Repurpose;Alloyin|Uterra;26;2/7;2/3;2/4;12;8;0;0;2;0;0;0;4;0;6;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3;3;-1;-1;2;2;0;0;0;0
The Tentacles of the Diseased Bone;The Mending Rexes Guardian;Cercee;2Army Commander;3Life Drain;4Deathtouch;Nekrium|Alloyin;53;2/1;2/2;1/2;13;7;0;0;2;0;6;0;0;0;14;0;0;0;0;7;0;0;0;0;0;0;0;4;0;0;0;0;4;0;-3;8;4;2;0;0;0;1
The Simple Lords;The Mending Rexes Guardian;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Might;Uterra|Alloyin;24;2/7;2/3;2/4;12;8;0;0;2;0;0;0;4;0;10;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3;1;-1;-1;0;0;0;0;0;0
The Mending Rexes Guardian;The Fire Breathers of the Heartseeker;Steel Rosetta;2Tinker;3Gathering Storm;4Repurpose;Alloyin|Tempys;48;3/3;1/3;3/4;13;7;0;0;8;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;2;7;0;0;3;2;4;1;4;3;0;0;0;0
The Fire Breathers of the Heartseeker;The Mending Rexes Guardian;Sunder;2Summon the Swarm;3Gathering Storm;4Stim Bolt;Tempys|Alloyin;53;3/3;1/3;3/4;13;7;0;0;8;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;2;14;0;0;3;0;4;1;0;0;0;0;0;0
The Liches of Rebirth and Duskmaw;The Mending Rexes Guardian;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Alloyin;36;1/2;1/1;2/3;13;7;0;0;3;0;0;0;0;0;3;0;0;0;0;7;1;0;0;0;0;1;0;3;0;0;0;0;3;0;-3;6;4;4;0;0;0;0
The Mending Rexes Guardian;The Liches of Rebirth and Duskmaw;Steel Rosetta;2Tinker;3Dark Summoning;4Repurpose;Alloyin|Nekrium;43;1/2;1/1;2/3;13;7;0;0;3;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;1;0;3;0;0;0;0;3;2;-3;6;8;8;0;0;0;0
Army of Alpha and Curing;The Mending Rexes Guardian;Nova;2Nova's Might;3Nova's Dominion;4Nova's Wrath;Uterra|Alloyin;28;1/3;1/1;3/3;13;7;1;0;4;0;0;0;0;0;6;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;3;2;0;-2;0;0;3;0;0;0
The Mending Rexes Guardian;Army of Alpha and Curing;Steel Rosetta;2Tinker;3Nova's Dominion;4Repurpose;Alloyin|Uterra;37;1/3;1/1;3/3;13;7;1;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;3;6;0;-2;6;4;4;0;0;0
The Mending Rexes Guardian;The Hurting Demons Larvae;Steel Rosetta;2Tinker;3Soulrip;4Repurpose;Alloyin|Nekrium;54;2/2;4/2;3/6;13;7;0;0;4;0;0;2;0;0;0;0;0;0;0;14;2;0;0;0;0;2;6;0;0;7;0;0;3;2;-1;4;4;3;0;0;0;0
The Hurting Demons Larvae;The Mending Rexes Guardian;Nix Nekyia;2Army of the Damned;3Soulrip;4Raising Dead;Nekrium|Alloyin;49;2/2;4/2;3/6;13;7;0;0;4;0;0;2;0;0;2;0;0;0;0;14;2;0;0;0;0;2;8;0;0;7;0;0;3;0;-1;4;0;0;0;0;0;0
The Mending Rexes Guardian;The Fortelling Aggravating Ticklers;Steel Rosetta;2Tinker;3Whirlwind;4Repurpose;Alloyin|Tempys;41;3/2;4/1;3/2;12;8;0;1;5;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;-1;0;0;0;0;2;0;3;3;0;-1;6;4;0;0;0;0
The Opening Sisters Liches;The Mending Rexes Guardian;Cercee;2Deathtouch;3Life Drain;4Soul Syphon;Nekrium|Alloyin;52;2/2;2/0;2/3;13;7;0;0;3;0;3;3;0;3;0;0;0;0;0;14;0;0;0;0;0;0;4;8;0;0;0;0;4;0;-2;8;0;0;0;-1;0;0
The Fortelling Aggravating Ticklers;The Mending Rexes Guardian;Korok;2Lightning Speed;3Whirlwind;4Demolish;Tempys|Alloyin;29;3/2;4/1;3/2;12;8;0;1;5;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;-1;0;0;0;0;2;0;3;1;0;-1;0;0;0;0;0;0
The Mending Rexes Guardian;Vindicators of Sobbing and Baking;Steel Rosetta;2Tinker;3Gathering Storm;4Repurpose;Alloyin|Tempys;36;1/3;2/1;2/4;12;8;0;1;8;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;2;0;0;0;3;2;2;-1;4;4;0;0;0;0
Vindicators of Sobbing and Baking;The Mending Rexes Guardian;Sunder;2Summon the Swarm;3Gathering Storm;4Stim Bolt;Tempys|Alloyin;42;1/3;2/1;2/4;12;8;0;1;8;0;0;0;0;0;0;0;0;0;0;16;1;0;0;0;0;0;0;0;2;8;0;0;3;0;2;-1;0;0;0;0;0;0
The Mending Rexes Guardian;The Opening Sisters Liches;Steel Rosetta;2Tinker;3Life Drain;4Repurpose;Alloyin|Nekrium;59;2/2;2/0;2/3;13;7;0;0;3;0;3;3;0;3;0;0;0;0;0;14;0;0;0;0;0;0;4;8;0;0;0;0;4;2;-2;6;3;4;0;-1;0;0
Brigade of Druid and Weird;The Mending Rexes Guardian;Nova;2Nova's Might;3Nova's Wrath;4Nova's Dominion;Uterra|Alloyin;24;2/5;2/5;2/6;14;6;0;0;2;0;0;0;0;0;4;0;0;0;0;0;6;0;0;0;0;3;0;0;0;0;0;0;6;2;0;-2;0;0;0;0;0;0
The Mending Rexes Guardian;Brigade of Druid and Weird;Steel Rosetta;2Tinker;3Nova's Wrath;4Repurpose;Alloyin|Uterra;34;2/5;2/5;2/6;14;6;0;0;2;0;0;0;0;0;2;0;0;0;0;0;6;0;0;0;0;3;0;0;0;0;0;0;6;4;0;-2;7;3;0;0;0;0
The Raiders of Hound and Mask;The Mending Rexes Guardian;Cercee;2Soul Syphon;3Army Commander;4Deathtouch;Nekrium|Alloyin;33;1/2;1/1;0/2;12;8;0;0;3;0;0;1;0;7;0;0;0;0;0;8;0;0;0;0;0;0;0;4;0;0;0;0;4;0;-1;5;0;0;0;0;0;0
The Mending Rexes Guardian;The Raiders of Hound and Mask;Steel Rosetta;2Tinker;3Army Commander;4Repurpose;Alloyin|Nekrium;42;1/2;1/1;0/2;12;8;0;0;3;0;0;1;0;7;0;0;0;0;0;8;0;0;0;0;0;0;0;4;0;0;0;0;4;2;-1;4;4;4;0;0;0;0
The Mending Rexes Guardian;The Sorcerers of the Oratek Eruptor;Steel Rosetta;2Tinker;3Summon the Swarm;4Repurpose;Alloyin|Tempys;62;1/2;1/1;2/3;11;9;0;0;8;0;0;0;3;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;1;9;0;0;3;2;0;-1;5;4;0;0;0;0
The Mending Rexes Guardian;The Farmers of the Spiky Tunnels;Steel Rosetta;2Tinker;3Growth Aura;4Repurpose;Alloyin|Uterra;26;1/5;3/1;4/4;14;6;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;8;0;-1;3;4;0;0;0;0
The Sorcerers of the Oratek Eruptor;The Mending Rexes Guardian;Sunder;2Stim Bolt;3Summon the Swarm;4Gathering Storm;Tempys|Alloyin;78;1/2;1/1;2/3;11;9;0;0;8;0;0;0;3;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;1;18;0;0;3;0;0;-1;0;0;0;0;0;0
The Farmers of the Spiky Tunnels;The Mending Rexes Guardian;Oros;2Shapeshift;3Growth Aura;4Barkskin;Uterra|Alloyin;15;1/5;3/1;4/4;14;6;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;4;0;-1;0;0;0;0;0;0
The Mending Rexes Guardian;The Sixth Barb Band;Steel Rosetta;2Tinker;3Life Drain;4Repurpose;Alloyin|Nekrium;49;2/2;1/0;1/1;12;8;2;0;3;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;5;2;3;6;5;3;0;0;0;2
The Mending Rexes Guardian;The Masters of Swearing;Steel Rosetta;2Tinker;3Flame Strike;4Repurpose;Alloyin|Tempys;40;2/2;2/1;2/3;13;7;0;1;9;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;-1;4;3;0;0;0;0
The Sixth Barb Band;The Mending Rexes Guardian;Cercee;2Soul Syphon;3Life Drain;4Deathtouch;Nekrium|Alloyin;42;2/2;1/0;1/1;12;8;2;0;3;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;5;0;3;9;0;0;0;0;0;2
The Masters of Swearing;The Mending Rexes Guardian;Korok;2Whirlwind;3Flame Strike;4Demolish;Tempys|Alloyin;31;2/2;2/1;2/3;13;7;0;1;9;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;-1;0;0;0;0;0;0
