deckname;value;avglbl;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
The Mixing Figment Collectors|The Fleeing Feasting Brother Flock;0.0000;10.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Imps of Descending Chiron;0.0000;14.0000;0;1.0;0;0;0;0;0;2.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;1.0;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|Outfit of Camping and Waving;0.0000;13.0000;0;0;0;0;0;0;0;0;0;0;0;0;7.0;0;0;0;2.0;4.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The People of Bearing;0.0000;15.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;2.0;0;0;3.0;0;0;0;1.5;0;0;6.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Creeping Hell Protectors;0.0000;8.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;2.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Mixing Figment Collectors;0.0000;8.0000;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Tentacles of the Diseased Bone;0.0000;14.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;3.5;5.0;0.5;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Sentrys of Failure Faith;0.0000;8.0000;0;0;0;0;0;0;4.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;2.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Former Hoping Valkyrie Trustees;0.0000;5.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Fire Breathers of the Heartseeker;0.0000;3.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Mothers of the Plutonium Echo;0.0000;7.0000;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Hurting Demons Larvae;0.0000;13.0000;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;2.0;0;0;0;0;0;0;1.0;1.5;0;0;4.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Aunts of Bleeding Brightsteel;0.0000;11.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;2.0;0;0;4.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Liches of Rebirth and Duskmaw;0.0000;13.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;3.0;1.0;0;0;6.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Fortelling Aggravating Ticklers;0.0000;9.0000;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;4.0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Opening Sisters Liches;0.0000;13.0000;0;0;0;0;0;2.0;0;2.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;0;2.0;0;0;0;0;0;0
Venom's Fifth Swarm|Vindicators of Sobbing and Baking;0.0000;3.0000;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|Sparky's Attentive Combatants;0.0000;4.0000;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Raiders of Hound and Mask;0.0000;11.0000;0;0;0;0;0;3.0;0;5.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Serious Silver Soldiers;0.0000;3.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Sorcerers of the Oratek Eruptor;0.0000;7.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Sixth Barb Band;0.0000;7.0000;1.0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;1.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Masters of Swearing;0.0000;9.0000;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Quantums of Metal and Faith;0.0000;10.0000;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0.5;0;0;0;0;0;0;0;2.0;0;0;3.0;0;0;0;1.5;0;0;1.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Overseers of Sparky;0.0000;7.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|Doctors of Tatoo and Comparing;0.0000;7.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Savants of the Ending Predator;0.0000;15.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;4.0;0.5;4.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Host of the Confident Miracles;0.0000;3.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The King Varna Generals;0.0000;12.0000;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;2.0;0;0;4.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Pondering Iron Advisers;0.0000;12.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;1.0;1.5;0;0;4.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Raiders of Leading Capitals;0.0000;11.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.5;0;0;4.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Monks of the Great Quitting Fire;0.0000;0.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Senseis who became Champs;0.0000;5.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Protectors of the Saving Herbs;0.0000;9.0000;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;4.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Crossing Soul Hags;0.0000;10.0000;0;0;0;0;0;3.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;4.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Professing Watchdogs;0.0000;4.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;2.0;0;0;0;0;0;0
Venom's Fifth Swarm|The Group of Brass Conspiracies;0.0000;11.0000;0;0;0;0;0;2.0;0;3.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;2.0;2.5;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Squadron of the Fire;0.0000;2.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
Venom's Fifth Swarm|The Imps of Descending Chiron;0.0000;11.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;1.0;0;0;4.0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The People of Bearing;0.0000;25.0000;0;0;0;0;2.0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;10.0;0;0;0;0;0;0;1.5;3.0;0;0;3.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Mixing Figment Collectors;0.0000;19.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0.5;2.0;1.0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|Venom's Fifth Swarm;0.0000;14.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;3.5;5.0;0.5;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Sentrys of Failure Faith;0.0000;17.0000;0;0;0;0;5.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0.5;4.0;0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Omnivore Brutish Herders;0.0000;15.0000;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;3.0;0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Former Hoping Valkyrie Trustees;0.0000;14.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0.5;2.0;1.0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Simple Lords;0.0000;6.0000;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Fire Breathers of the Heartseeker;0.0000;13.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;4.0;1.0;0;1.0;0.5;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|Army of Alpha and Curing;0.0000;19.0000;3.0;0;0;0;0;0;0;0;3.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;4.0;3.0;0.5;0;1.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Mothers of the Plutonium Echo;0.0000;9.0000;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0.5;4.0;0;0;1.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Aunts of Bleeding Brightsteel;0.0000;17.0000;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;3.5;0;0.5;0;3.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Fortelling Aggravating Ticklers;0.0000;14.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;12.0;0;0;0;0;0;0;0.5;3.0;1.0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|Vindicators of Sobbing and Baking;0.0000;12.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0.5;1.0;0.5;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|Brigade of Druid and Weird;0.0000;12.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;1.0;2.5;3.0;0.5;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|Sparky's Attentive Combatants;0.0000;11.0000;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0.5;3.0;0.5;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Serious Silver Soldiers;0.0000;2.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Sorcerers of the Oratek Eruptor;0.0000;15.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;2.0;0;0.5;1.0;1.0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Farmers of the Spiky Tunnels;0.0000;9.0000;3.0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0.5;0;1.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Masters of Swearing;0.0000;15.0000;0;0;0;0;0;0;0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;1.0;3.0;0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Quantums of Metal and Faith;0.0000;18.0000;0;0;0;0;2.0;0;0;0;3.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;0;0;1.5;1.0;0.5;0;3.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Phalanx of Everflow Treefolk;0.0000;10.0000;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.5;2.0;0.5;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Champions of the Whisker;0.0000;19.0000;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;3.0;1.0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Overseers of Sparky;0.0000;19.0000;0;0;0;0;2.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;1.0;4.0;2.0;0.5;0;2.0;0;0;0;0;0
The Tentacles of the Diseased Bone|Doctors of Tatoo and Comparing;0.0000;21.0000;0;0;0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0.5;1.0;1.0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Hermit Spiders;0.0000;19.0000;0;0;0;0;0;2.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;3.5;4.0;1.0;0;1.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Host of the Confident Miracles;0.0000;13.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0.5;4.0;0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Pondering Iron Advisers;0.0000;15.0000;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;1.0;3.0;1.0;1.0;0;2.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Company of Botany;0.0000;15.0000;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;4.0;3.0;0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Raiders of Leading Capitals;0.0000;12.0000;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.5;1.0;0;0;3.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Monks of the Great Quitting Fire;0.0000;7.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;1.0;1.0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Mice of the Fierce Fur;0.0000;6.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0.5;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Senseis who became Champs;0.0000;18.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0.5;1.0;1.0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Protectors of the Saving Herbs;0.0000;17.0000;0;0;0;0;3.0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0.5;2.0;0.5;0;1.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Professing Watchdogs;0.0000;11.0000;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0.5;2.0;0;0;1.0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Fleeing Feasting Brother Flock;0.0000;9.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0.5;3.0;0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|The Squadron of the Fire;0.0000;20.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;1.0;0;1.0;1.0;0;0;0;0;0;0;0
The Tentacles of the Diseased Bone|Outfit of Camping and Waving;0.0000;6.0000;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Creeping Hell Protectors;0.0000;8.0000;0;0;0;0;4.0;0;2.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;2.0;0;0;0;0;0
The Sentrys of Failure Faith|The Mixing Figment Collectors;0.0000;11.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0
The Sentrys of Failure Faith|Venom's Fifth Swarm;0.0000;8.0000;0;0;0;0;0;0;4.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;2.0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Tentacles of the Diseased Bone;0.0000;17.0000;0;0;0;0;5.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0.5;4.0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Omnivore Brutish Herders;0.0000;11.0000;0;0;0;0;0;0;6.0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Former Hoping Valkyrie Trustees;0.0000;10.0000;0;0;0;0;0;0;2.0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Simple Lords;0.0000;7.0000;0;0;0;0;0;0;4.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Fire Breathers of the Heartseeker;0.0000;8.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0
The Sentrys of Failure Faith|Army of Alpha and Curing;0.0000;7.0000;0;0;0;0;0;0;4.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Hurting Demons Larvae;0.0000;10.0000;0;0;0;0;0;0;2.0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Liches of Rebirth and Duskmaw;0.0000;7.0000;0;0;0;0;0;0;4.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Fortelling Aggravating Ticklers;0.0000;6.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0
The Sentrys of Failure Faith|The Opening Sisters Liches;0.0000;17.0000;0;0;0;0;4.0;0;0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|Vindicators of Sobbing and Baking;0.0000;5.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;3.0;0;0;0;0;0
The Sentrys of Failure Faith|Brigade of Druid and Weird;0.0000;5.0000;0;0;0;0;0;0;4.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Raiders of Hound and Mask;0.0000;13.0000;0;0;0;0;2.0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;5.0;0;0;0;0;0
The Sentrys of Failure Faith|The Sorcerers of the Oratek Eruptor;0.0000;13.0000;0;0;0;0;0;0;4.0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0.5;0;0;0;0;0;2.0;0;0;0;0;0
The Sentrys of Failure Faith|The Farmers of the Spiky Tunnels;0.0000;7.0000;0;0;0;0;0;0;2.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Sixth Barb Band;0.0000;5.0000;0;0;0;0;0;0;2.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;3.0;0;0;0;0;0
The Sentrys of Failure Faith|The Masters of Swearing;0.0000;11.0000;0;0;0;0;0;0;0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;2.0;0;0;0;0;0
The Sentrys of Failure Faith|The Phalanx of Everflow Treefolk;0.0000;10.0000;0;0;0;0;0;0;10.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Champions of the Whisker;0.0000;7.0000;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|Doctors of Tatoo and Comparing;0.0000;16.0000;0;0;0;0;0;0;2.0;0;1.0;0;0;0;9.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0
The Sentrys of Failure Faith|The Savants of the Ending Predator;0.0000;13.0000;0;0;0;0;4.0;0;4.0;0;2.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;2.0;0;0;0;0;0
The Sentrys of Failure Faith|The Hermit Spiders;0.0000;6.0000;0;0;0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0.5;0;0;1.0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Host of the Confident Miracles;0.0000;7.0000;0;0;0;0;0;0;6.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The King Varna Generals;0.0000;6.0000;0;0;0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;1.0;0;0;0;0;0
The Sentrys of Failure Faith|The Company of Botany;0.0000;6.0000;0;0;0;0;0;0;2.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Monks of the Great Quitting Fire;0.0000;6.0000;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;4.0;0;0;0;0;0
The Sentrys of Failure Faith|The Mice of the Fierce Fur;0.0000;6.0000;0;0;0;0;0;0;4.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0
The Sentrys of Failure Faith|The Senseis who became Champs;0.0000;10.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;2.0;0;0;0;0;0
