deckname;value;avglbl;range1;range2;range3;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;FORGEBORN;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
Wrongdoing's Suspending Workers|The People of Bearing;0.0139;67.0000;BEAST;ROBOT;;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;0;0;0;0;1.0;0;0;0;3.0;9.0;3.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Mixing Figment Collectors;0.0141;45.0000;BEAST;;;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;3.0;3.0;4.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|Venom's Fifth Swarm;0.0096;43.0000;BEAST;;;1.0;0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;6.0;4.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Sentrys of Failure Faith;0.0049;36.0000;BEAST;WARRIOR;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;3.0;3.0;0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Omnivore Brutish Herders;0.0043;48.0000;BEAST;WARRIOR;;1.0;0;0;0;0;4.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;12.0;4.0;0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Former Hoping Valkyrie Trustees;0.0140;37.0000;BEAST;;;1.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3.0;3.0;2.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Simple Lords;0.0033;34.0000;BEAST;WARRIOR;;0;0;0;0;0;3.0;1.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;6.0;0;0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Fire Breathers of the Heartseeker;0.0346;49.0000;BEAST;MAGE;;1.0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;6.0;6.0;0;2.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|Army of Alpha and Curing;0.0184;55.0000;BEAST;BEAST;;3.0;0;0;0;0;3.0;0;0;0;0;0;0;0;4.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;6.0;4.0;2.0;0;0;3.0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Mothers of the Plutonium Echo;0.0029;42.0000;BEAST;ROBOT;ARMOR, WARRIOR;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;3.0;3.0;3.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Aunts of Bleeding Brightsteel;0.0024;48.0000;BEAST;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.0;9.0;2.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Fortelling Aggravating Ticklers;0.0315;40.0000;BEAST;SPELL;;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;3.0;3.0;4.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|Vindicators of Sobbing and Baking;0.0061;39.0000;BEAST;DINOSAUR;;0;0;2.0;0;0;1.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;3.0;0;2.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|Brigade of Druid and Weird;0.0099;47.0000;BEAST;;;2.0;0;0;0;0;1.0;0;0;0;0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;3.0;5.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|Sparky's Attentive Combatants;0.0007;30.0000;BEAST;WARRIOR;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3.0;4.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Serious Silver Soldiers;0.0004;26.0000;BEAST;ARMOR;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;3.0;0;1.0;0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Sorcerers of the Oratek Eruptor;0.0671;61.0000;BEAST;SPELL;;0;0;2.0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;3.0;3.0;3.0;3.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Farmers of the Spiky Tunnels;0.0073;38.0000;BEAST;BEAST;;3.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;9.0;1.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Masters of Swearing;0.0449;46.0000;BEAST;MAGE;;1.0;0;2.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3.0;6.0;2.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Quantums of Metal and Faith;0.0061;48.0000;BEAST;;;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;6.0;6.0;1.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Phalanx of Everflow Treefolk;0.0142;51.0000;BEAST;WARRIOR;;1.0;0;0;0;0;4.0;2.0;0;0;0;0;0;0;2.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;3.0;9.0;2.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Champions of the Whisker;0.0121;62.0000;BEAST;;;1.0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;15.0;5.0;2.0;0;0;3.0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Overseers of Sparky;0.0009;39.0000;BEAST;;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;9.0;6.0;2.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|Doctors of Tatoo and Comparing;0.0667;57.0000;BEAST;MAGE;;0;0;4.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;3.0;3.0;2.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Hermit Spiders;0.0202;54.0000;BEAST;;;1.0;0;0;0;0;5.0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;6.0;4.0;2.0;0;0;3.0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Host of the Confident Miracles;0.0295;43.0000;BEAST;;;0;0;2.0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;6.0;3.0;3.0;4.0;0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Pondering Iron Advisers;0.0050;54.0000;BEAST;ROBOT;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;9.0;6.0;1.0;3.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Company of Botany;0.0158;49.0000;BEAST;;;1.0;0;0;0;0;3.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;9.0;3.0;0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Raiders of Leading Capitals;0.0128;44.0000;BEAST;ROBOT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;3.0;9.0;1.0;0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Monks of the Great Quitting Fire;0.0346;30.0000;BEAST;MAGE;;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3.0;0;1.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Mice of the Fierce Fur;0.0016;36.0000;BEAST;;;1.0;0;0;0;0;2.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;4.0;3.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Senseis who became Champs;0.0996;54.0000;BEAST;;;1.0;0;2.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;6.0;3.0;3.0;1.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Protectors of the Saving Herbs;0.0026;34.0000;BEAST;ROBOT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3.0;2.0;1.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Professing Watchdogs;0.0048;38.0000;BEAST;ROBOT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;3.0;3.0;3.0;0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Fleeing Feasting Brother Flock;0.0227;49.0000;BEAST;;;1.0;0;0;0;0;1.0;1.0;0;0;0;0;0;2.0;6.0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;3.0;3.0;3.0;0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|The Squadron of the Fire;0.0276;61.0000;BEAST;MAGE;;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;12.0;6.0;0;1.0;2.0;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers|Outfit of Camping and Waving;0.0043;39.0000;BEAST;;;4.0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;3.0;3.0;2.0;0;0;3.0;0;0;0;0;0
The Causing Titanic Venom Wildlings|Day's Locksmiths;0.0032;28.0000;WARRIOR;;;0;0;0;0;0;0;1.0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;8.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Heralds of Silk Collection;0.0104;49.0000;SPELL;;;0;0;1.0;0;0;0;0;0;3.0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;6.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|Wrongdoing's Suspending Workers;0.0051;36.0000;BEAST;;;1.0;0;0;0;0;4.0;0;0;2.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;2.0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|Impulse's Shadowflame Squad;0.0096;35.0000;MAGE;;;0;3.0;1.0;0;0;0;1.0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Mutant Constructing Gang;0.0004;27.0000;ROBOT;MAGE;;0;0;1.0;1.0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Wiry Antique Governors;0.0216;42.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;0;0;2.0;3.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;12.0;0;0;2.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The People of Bearing;0.0314;64.0000;ROBOT;;;0;0;0;1.0;0;0;0;0;8.0;0;0;0;3.0;0;0;0;0;0;0;0;3.0;0;0;3.0;0;1.0;6.0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Creeping Hell Protectors;0.0105;33.0000;ZOMBIE;;;0;0;0;0;0;0;0;1.0;4.0;0;0;0;0;4.0;0;0;0;0;2.0;0;2.0;0;0;0;0;0;0;0;0;0;3.0;0;0;1.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Mixing Figment Collectors;0.0022;26.0000;;;;0;3.0;0;0;0;0;0;0;3.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Tentacles of the Diseased Bone;0.0478;60.0000;MINION;;;0;0;0;0;0;0;0;0;14.0;0;0;0;3.0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;3.0;2.0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Sentrys of Failure Faith;0.0146;24.0000;WARRIOR;;;0;0;0;0;0;0;1.0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Former Hoping Valkyrie Trustees;0.0010;19.0000;;;;0;0;0;0;0;0;0;0;3.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Fire Breathers of the Heartseeker;0.0022;27.0000;MAGE;;;0;0;1.0;0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Mothers of the Plutonium Echo;0.0014;28.0000;ROBOT;ARMOR;WARRIOR;0;0;0;1.0;0;0;2.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Hurting Demons Larvae;0.0122;56.0000;;;;0;0;0;0;0;4.0;0;0;3.0;0;0;0;6.0;6.0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;6.0;0;0;2.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Aunts of Bleeding Brightsteel;0.0018;34.0000;;;;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;3.0;0;0;2.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Liches of Rebirth and Duskmaw;0.0109;40.0000;;;;0;0;0;0;0;0;0;0;4.0;0;0;0;3.0;4.0;0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;0;0;0;3.0;2.0;0;3.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Fortelling Aggravating Ticklers;0.0072;30.0000;SPELL;;;0;3.0;0;0;0;0;0;0;3.0;0;0;0;6.0;0;0;0;0;0;2.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Opening Sisters Liches;0.0318;61.0000;ZOMBIE;;;0;0;0;0;0;4.0;0;1.0;4.0;0;0;0;6.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;9.0;0;0;1.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|Vindicators of Sobbing and Baking;0.0010;17.0000;DINOSAUR;;;0;3.0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|Sparky's Attentive Combatants;0.0007;15.0000;WARRIOR;;;0;0;0;0;0;0;1.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Raiders of Hound and Mask;0.0365;50.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;4.0;0;2.0;4.0;0;0;0;3.0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Serious Silver Soldiers;0.0000;15.0000;ARMOR;;;0;0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Sorcerers of the Oratek Eruptor;0.0218;44.0000;SPELL;;;0;0;1.0;0;0;0;1.0;0;3.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Sixth Barb Band;0.0268;42.0000;ZOMBIE;ZOMBIE;;1.0;0;0;0;0;0;0;2.0;4.0;0;0;0;0;4.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Masters of Swearing;0.0023;29.0000;MAGE;;;0;3.0;1.0;0;0;0;0;0;4.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Quantums of Metal and Faith;0.0023;38.0000;;;;0;0;0;0;0;0;0;0;4.0;0;0;0;6.0;0;0;0;0;0;0;0;1.0;0;0;3.0;0;1.0;4.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Overseers of Sparky;0.0010;23.0000;;;;0;0;0;0;0;0;1.0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|Doctors of Tatoo and Comparing;0.0016;36.0000;MAGE;;;0;0;2.0;0;0;0;0;0;3.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Savants of the Ending Predator;0.0477;35.0000;ZOMBIE;MINION;;0;0;0;0;0;0;0;1.0;7.0;0;0;0;3.0;4.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;2.0;0;2.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Host of the Confident Miracles;0.0017;20.0000;;;;0;0;1.0;0;0;0;1.0;0;3.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The King Varna Generals;0.0008;30.0000;;;;0;0;0;0;0;4.0;0;0;3.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;2.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Pondering Iron Advisers;0.0052;40.0000;ROBOT;;;0;0;0;1.0;0;0;1.0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;4.0;0;0;0;3.0;0;0;2.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Raiders of Leading Capitals;0.0164;35.0000;ROBOT;;;0;0;0;1.0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;6.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Monks of the Great Quitting Fire;0.0021;15.0000;MAGE;;;0;0;1.0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Senseis who became Champs;0.0128;33.0000;;;;0;0;1.0;0;0;0;0;0;3.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Protectors of the Saving Herbs;0.0039;27.0000;ROBOT;;;0;0;0;1.0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Crossing Soul Hags;0.0066;34.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;4.0;0;1.0;3.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;3.0;0;0;2.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Professing Watchdogs;0.0032;27.0000;ROBOT;;;0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Group of Brass Conspiracies;0.0077;44.0000;ZOMBIE;;;0;0;0;0;0;4.0;0;1.0;5.0;0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Squadron of the Fire;0.0006;30.0000;MAGE;;;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Causing Titanic Venom Wildlings|The Imps of Descending Chiron;0.0064;33.0000;ZOMBIE;;;0;0;0;0;0;0;0;1.0;8.0;0;0;0;0;8.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;3.0;0;0;2.0;0;0;0;0;0;0;0
Impulse's Shadowflame Squad|Day's Locksmiths;0.0650;51.0000;MAGE;WARRIOR;;0;0;0;0;0;0;4.0;0;0;0;0;0;8.666666666666666;0;0;0;1.0;0;0;0;0;0;0;5.666666666666666;0;0;5.666666666666666;0;1.0;0;0;0;0;0;8.0;0;0;0;0;0;0
Impulse's Shadowflame Squad|Wrongdoing's Suspending Workers;0.0696;41.0000;MAGE;BEAST;;1.0;0;2.0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;1.0;1.0;0;0;0;0;0;0;0;0
Impulse's Shadowflame Squad|The Causing Titanic Venom Wildlings;0.0110;32.0000;MAGE;;;0;3.0;1.0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Impulse's Shadowflame Squad|The Mutant Constructing Gang;0.0119;40.0000;MAGE;ROBOT;MAGE;0;0;4.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;1.5;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
Impulse's Shadowflame Squad|The Wiry Antique Governors;0.0388;40.0000;MAGE;ZOMBIE;ZOMBIE;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0
Impulse's Shadowflame Squad|The Scavenger Rabid Daggers;0.0053;35.0000;MAGE;;;0;3.0;0;0;0;0;2.0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
Impulse's Shadowflame Squad|The People of Bearing;0.0132;72.0000;MAGE;ROBOT;;0;0;1.0;0;0;0;1.0;0;0;0;0;0;11.666666666666668;0;0;0;0;0;0;0;0;0;0;4.166666666666666;0;0;4.166666666666666;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0
Impulse's Shadowflame Squad|The Creeping Hell Protectors;0.0365;36.0000;MAGE;ZOMBIE;;0;1.0;0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
Impulse's Shadowflame Squad|Venom's Fifth Swarm;0.0013;33.0000;MAGE;;;0;3.0;0;0;0;0;2.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Impulse's Shadowflame Squad|The Tentacles of the Diseased Bone;0.1455;69.0000;MAGE;MINION;;0;0;0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;4.0;0;0;1.0;1.0;0;0;0;0;0;0;0;0
Impulse's Shadowflame Squad|The Sentrys of Failure Faith;0.1038;40.0000;MAGE;WARRIOR;;0;0;0;0;0;0;4.0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;1.5;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0
Impulse's Shadowflame Squad|The Omnivore Brutish Herders;0.0224;39.0000;MAGE;WARRIOR;;0;1.0;1.0;0;0;0;4.0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
Impulse's Shadowflame Squad|The Simple Lords;0.0139;39.0000;MAGE;WARRIOR;;0;4.0;0;0;0;0;3.0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
Impulse's Shadowflame Squad|Army of Alpha and Curing;0.0359;46.0000;MAGE;BEAST;;1.0;1.0;2.0;0;0;0;2.0;0;0;0;0;0;6.0;0;0;0;1.0;0;0;0;0;0;0;2.5;0;0;1.5;0;0;0;0;0;0;0;2.0;3.0;0;0;0;0;0
Impulse's Shadowflame Squad|The Mothers of the Plutonium Echo;0.0127;42.0000;MAGE;ROBOT;ARMOR, WARRIOR;0;0;0;0;0;0;4.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;1.5;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
Impulse's Shadowflame Squad|The Hurting Demons Larvae;0.0416;61.0000;MAGE;;;0;0;2.0;0;0;0;1.0;0;0;0;0;0;16.0;0;0;0;0;0;0;0;0;0;5.0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
